COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,date
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/1 8:17,418176,15.21166552,0.0009187,97.5775,136.3592,129.4536,230.7514,0,999,8397,0.00083346,0.00018552,0,3728759,0 SPACEBEE-110,1 48899U 21059W   23001.34531734  .00018552  00000-0  83346-3 0  9999,2 48899  97.5775 136.3592 0009187 129.4536 230.7514 15.21166552 83977,2021-059W,48899,6880.458,94.664,508.644,496.002,0,2023/1/1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/1 19:20,572576,15.21181728,0.0009176,97.5775,136.8227,128.0734,232.133,0,999,8404,0.00079984,0.00017807,0,3728952,0 SPACEBEE-110,1 48899U 21059W   23001.80578209  .00017807  00000-0  79984-3 0  9993,2 48899  97.5775 136.8227 0009176 128.0734 232.1330 15.21181728 84043,2021-059W,48899,6880.412,94.663,508.59,495.963,0,2023/1/2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/1 20:55,2592,15.21183058,0.0009191,97.5775,136.8889,127.8669,232.3399,0,999,8405,0.00076779,0.0001709,0,3729066,0 SPACEBEE-110,1 48899U 21059W   23001.87156253  .00017090  00000-0  76779-3 0  9994,2 48899  97.5775 136.8889 0009191 127.8669 232.3399 15.21183058 84054,2021-059W,48899,6880.408,94.663,508.597,495.949,0,2023/1/3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/2 14:16,972448,15.21207621,0.0009185,97.5775,137.617,125.5698,234.6394,0,999,8416,0.00073445,0.00016355,0,3729583,0 SPACEBEE-110,1 48899U 21059W   23002.59513857  .00016355  00000-0  73445-3 0  9991,2 48899  97.5775 137.6170 0009185 125.5698 234.6394 15.21207621 84161,2021-059W,48899,6880.334,94.662,508.518,495.879,0,2023/1/4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/3 7:38,953024,15.2123476,0.0009212,97.5777,138.3452,123.1944,237.0176,0,999,8427,0.00080622,0.00017978,0,3730926,0 SPACEBEE-110,1 48899U 21059W   23003.31870316  .00017978  00000-0  80622-3 0  9995,2 48899  97.5777 138.3452 0009212 123.1944 237.0176 15.21234760 84274,2021-059W,48899,6880.252,94.66,508.455,495.779,0,2023/1/5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/4 8:54,465760,15.21273545,0.0009222,97.5781,139.4047,119.5086,240.707,0,999,8443,0.00089628,0.00020023,0,3731773,0 SPACEBEE-110,1 48899U 21059W   23004.37113965  .00020023  00000-0  89628-3 0  9992,2 48899  97.5781 139.4047 0009222 119.5086 240.7070 15.21273545 84434,2021-059W,48899,6880.135,94.658,508.345,495.655,0,2023/1/6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/4 8:54,465760,15.21273545,0.0009222,97.5781,139.4047,119.5086,240.707,0,999,8443,0.00089628,0.00020023,0,3731823,0 SPACEBEE-110,1 48899U 21059W   23004.37113965  .00020023  00000-0  89628-3 0  9992,2 48899  97.5781 139.4047 0009222 119.5086 240.7070 15.21273545 84434,2021-059W,48899,6880.135,94.658,508.345,495.655,0,2023/1/7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/5 8:35,373792,15.21313177,0.0009276,97.5783,140.3979,116.321,243.8979,0,999,8458,0.00081162,0.00018141,0,3732939,0 SPACEBEE-110,1 48899U 21059W   23005.35777053  .00018141  00000-0  81162-3 0  9998,2 48899  97.5783 140.3979 0009276 116.3210 243.8979 15.21313177 84588,2021-059W,48899,6880.016,94.655,508.263,495.499,0,2023/1/8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/6 8:15,762400,15.21361778,0.0009256,97.5785,141.3912,113.0907,247.1305,0,999,8473,0.00097698,0.00021894,0,3733524,0 SPACEBEE-110,1 48899U 21059W   23006.34437225  .00021894  00000-0  97698-3 0  9992,2 48899  97.5785 141.3912 0009256 113.0907 247.1305 15.21361778 84730,2021-059W,48899,6879.869,94.652,508.102,495.366,0,2023/1/9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48899,SPACEBEE-110,PAYLOAD,U,21059W,2023/1/6 14:34,658048,15.21370352,0.0009222,97.5785,141.6561,112.3437,247.8777,0,999,8477,0.00081798,0.00018315,0,3734255,0 SPACEBEE-110,1 48899U 21059W   23006.60746132  .00018315  00000-0  81798-3 0  9999,2 48899  97.5785 141.6561 0009222 112.3437 247.8777 15.21370352 84778,2021-059W,48899,6879.843,94.652,508.053,495.364,0,2023/1/10
