COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,date
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/1 4:02,714720,15.28918617,0.0000637,97.4336,76.6123,147.5701,212.5578,0,999,12862,0.0016027,0.0004517,0,3728759,0 SPACEBEE-20,1 46301U 20061AF  23001.16841105  .00045170  00000-0  16027-2 0  9990,2 46301  97.4336  76.6123 0000637 147.5701 212.5578 15.28918617128621,2020-061AF,46301,6857.181,94.184,479.483,478.609,1,2023/1/1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/1 16:36,566208,15.28963227,0.0000662,97.4338,77.1354,147.6148,212.5133,0,999,12870,0.0014771,0.00041662,0,3728952,0 SPACEBEE-20,1 46301U 20061AF  23001.69198572  .00041662  00000-0  14771-2 0  9997,2 46301  97.4338  77.1354 0000662 147.6148 212.5133 15.28963227128702,2020-061AF,46301,6857.047,94.181,479.366,478.458,1,2023/1/2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/1 22:53,496448,15.28986177,0.000068,97.4337,77.3969,145.3751,214.7533,0,999,12874,0.00154,0.0004348,0,3728966,0 SPACEBEE-20,1 46301U 20061AF  23001.95376732  .00043480  00000-0  15400-2 0  9992,2 46301  97.4337  77.3969 0000680 145.3751 214.7533 15.28986177128741,2020-061AF,46301,6856.979,94.18,479.31,478.377,1,2023/1/3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/2 3:36,691840,15.29005997,0.0000657,97.4338,77.5932,144.5418,215.5866,0,999,12877,0.0015939,0.00045041,0,3729583,0 SPACEBEE-20,1 46301U 20061AF  23002.15010060  .00045041  00000-0  15939-2 0  9996,2 46301  97.4338  77.5932 0000657 144.5418 215.5866 15.29005997128773,2020-061AF,46301,6856.919,94.179,479.235,478.334,1,2023/1/4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/3 4:43,18496,15.29095401,0.0000706,97.4341,78.6396,135.0729,225.0568,0,999,12893,0.0015568,0.00044106,0,3730235,0 SPACEBEE-20,1 46301U 20061AF  23003.19717614  .00044106  00000-0  15568-2 0  9999,2 46301  97.4341  78.6396 0000706 135.0729 225.0568 15.29095401128930,2020-061AF,46301,6856.652,94.173,479.001,478.033,1,2023/1/5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/3 11:00,107552,15.29112821,0.0000719,97.4343,78.901,135.0421,225.0877,0,999,12897,0.0014393,0.00040775,0,3730926,0 SPACEBEE-20,1 46301U 20061AF  23003.45893643  .00040775  00000-0  14393-2 0  9998,2 46301  97.4343  78.9010 0000719 135.0421 225.0877 15.29112821128974,2020-061AF,46301,6856.6,94.172,478.958,477.972,1,2023/1/6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/4 4:17,724896,15.29168916,0.0000692,97.4338,79.6201,137.361,222.7684,0,999,12908,0.0014222,0.00040357,0,3731175,0 SPACEBEE-20,1 46301U 20061AF  23004.17875839  .00040357  00000-0  14222-2 0  9992,2 46301  97.4338  79.6201 0000692 137.3610 222.7684 15.29168916129082,2020-061AF,46301,6856.432,94.169,478.772,477.823,1,2023/1/7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/4 10:34,507584,15.29200699,0.0000708,97.4337,79.8818,136.4242,223.7054,0,999,12912,0.001782,0.00050705,0,3731823,0 SPACEBEE-20,1 46301U 20061AF  23004.44050356  .00050705  00000-0  17820-2 0  9996,2 46301  97.4337  79.8818 0000708 136.4242 223.7054 15.29200699129128,2020-061AF,46301,6856.337,94.167,478.688,477.717,1,2023/1/8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/4 10:34,507584,15.29200699,0.0000708,97.4337,79.8818,136.4242,223.7054,0,999,12912,0.001782,0.00050705,0,3732032,0 SPACEBEE-20,1 46301U 20061AF  23004.44050356  .00050705  00000-0  17820-2 0  9996,2 46301  97.4337  79.8818 0000708 136.4242 223.7054 15.29200699129128,2020-061AF,46301,6856.337,94.167,478.688,477.717,1,2023/1/9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/4 23:08,746720,15.29258123,0.0000648,97.4336,80.4048,137.7606,222.3684,0,999,12920,0.0018178,0.00051824,0,3732939,0 SPACEBEE-20,1 46301U 20061AF  23004.96397855  .00051824  00000-0  18178-2 0  9991,2 46301  97.4336  80.4048 0000648 137.7606 222.3684 15.29258123129209,2020-061AF,46301,6856.166,94.163,478.475,477.587,1,2023/1/10
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/5 3:50,857632,15.29282159,0.0000629,97.4336,80.601,138.4669,221.6619,0,999,12923,0.001826,0.00052098,0,3732963,0 SPACEBEE-20,1 46301U 20061AF  23005.16027613  .00052098  00000-0  18260-2 0  9992,2 46301  97.4336  80.6010 0000629 138.4669 221.6619 15.29282159129235,2020-061AF,46301,6856.094,94.162,478.39,477.528,1,2023/1/11
GENERATED VIA SPACETRACK.ORG API,18 SPCS,46301,SPACEBEE-20,PAYLOAD,U,20061AF,2023/1/5 3:50,857632,15.29282159,0.0000629,97.4336,80.601,138.4669,221.6619,0,999,12923,0.001826,0.00052098,0,3733317,0 SPACEBEE-20,1 46301U 20061AF  23005.16027613  .00052098  00000-0  18260-2 0  9992,2 46301  97.4336  80.6010 0000629 138.4669 221.6619 15.29282159129235,2020-061AF,46301,6856.094,94.162,478.39,477.528,1,2023/1/12
