COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,date
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/1 8:24,159680,15.205954,0.0008453,97.5756,135.902,130.9059,229.2909,0,999,8395,0.0008336,0.00018244,0,3728673,0 SPACEBEE-103,1 48888U 21059K   23001.35060370  .00018244  00000-0  83360-3 0  9995,2 48888  97.5756 135.9020 0008453 130.9059 229.2909 15.20595400 83953,2021-059K,48888,6882.181,94.7,509.863,498.228,0,2023/1/1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/1 8:24,159680,15.205954,0.0008453,97.5756,135.902,130.9059,229.2909,0,999,8395,0.0008336,0.00018244,0,3728759,0 SPACEBEE-103,1 48888U 21059K   23001.35060370  .00018244  00000-0  83360-3 0  9995,2 48888  97.5756 135.9020 0008453 130.9059 229.2909 15.20595400 83953,2021-059K,48888,6882.181,94.7,509.863,498.228,0,2023/1/2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/1 14:43,545664,15.20603115,0.0008448,97.5755,136.1666,130.1281,230.0696,0,999,8399,0.00079475,0.00017393,0,3728952,0 SPACEBEE-103,1 48888U 21059K   23001.61382576  .00017393  00000-0  79475-3 0  9995,2 48888  97.5755 136.1666 0008448 130.1281 230.0696 15.20603115 83994,2021-059K,48888,6882.157,94.699,509.836,498.208,0,2023/1/3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/2 14:25,263200,15.2063516,0.0008399,97.5755,137.1587,127.101,233.0994,0,999,8414,0.00071407,0.00015631,0,3729521,0 SPACEBEE-103,1 48888U 21059K   23002.60089425  .00015631  00000-0  71407-3 0  9992,2 48888  97.5755 137.1587 0008399 127.1010 233.0994 15.20635160 84145,2021-059K,48888,6882.061,94.697,509.706,498.145,0,2023/1/4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/3 7:47,771360,15.2066128,0.0008374,97.5755,137.8864,124.8795,235.3228,0,999,8425,0.0007891,0.00017297,0,3730926,0 SPACEBEE-103,1 48888U 21059K   23003.32473115  .00017297  00000-0  78910-3 0  9991,2 48888  97.5755 137.8864 0008374 124.8795 235.3228 15.20661280 84256,2021-059K,48888,6881.982,94.696,509.61,498.084,0,2023/1/5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/4 1:09,330848,15.20683276,0.0008379,97.5758,138.614,122.1549,238.05,0,999,8436,0.00073695,0.00016157,0,3731313,0 SPACEBEE-103,1 48888U 21059K   23004.04855707  .00016157  00000-0  73695-3 0  9991,2 48888  97.5758 138.6140 0008379 122.1549 238.0500 15.20683276 84362,2021-059K,48888,6881.915,94.694,509.547,498.014,0,2023/1/6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/4 13:47,126336,15.20711044,0.0008442,97.5761,139.1434,120.4088,239.7982,0,999,8444,0.0010476,0.00023039,0,3731823,0 SPACEBEE-103,1 48888U 21059K   23004.57496674  .00023039  00000-0  10476-2 0  9997,2 48888  97.5761 139.1434 0008442 120.4088 239.7982 15.20711044 84444,2021-059K,48888,6881.832,94.693,509.506,497.887,0,2023/1/7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/4 20:06,791232,15.20719172,0.0008468,97.5762,139.408,119.5826,240.6254,0,999,8448,0.00092769,0.00020391,0,3732134,0 SPACEBEE-103,1 48888U 21059K   23004.83816888  .00020391  00000-0  92769-3 0  9993,2 48888  97.5762 139.4080 0008468 119.5826 240.6254 15.20719172 84489,2021-059K,48888,6881.807,94.692,509.5,497.845,0,2023/1/8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/5 7:10,499040,15.20737006,0.0008483,97.5764,139.8713,118.0974,242.112,0,999,8455,0.00083327,0.00018313,0,3732579,0 SPACEBEE-103,1 48888U 21059K   23005.29876735  .00018313  00000-0  83327-3 0  9992,2 48888  97.5764 139.8713 0008483 118.0974 242.1120 15.20737006 84556,2021-059K,48888,6881.753,94.691,509.456,497.78,0,2023/1/9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/5 7:10,499040,15.20737006,0.0008483,97.5764,139.8713,118.0974,242.112,0,999,8455,0.00083327,0.00018313,0,3732939,0 SPACEBEE-103,1 48888U 21059K   23005.29876735  .00018313  00000-0  83327-3 0  9992,2 48888  97.5764 139.8713 0008483 118.0974 242.1120 15.20737006 84556,2021-059K,48888,6881.753,94.691,509.456,497.78,0,2023/1/10
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/6 8:26,62912,15.20787759,0.0008503,97.5766,140.93,114.5904,245.6218,0,999,8471,0.00096245,0.00021203,0,3733446,0 SPACEBEE-103,1 48888U 21059K   23006.35154008  .00021203  00000-0  96245-3 0  9997,2 48888  97.5766 140.9300 0008503 114.5904 245.6218 15.20787759 84714,2021-059K,48888,6881.6,94.688,509.317,497.614,0,2023/1/11
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/6 8:26,62912,15.20787759,0.0008503,97.5766,140.93,114.5904,245.6218,0,999,8471,0.00096245,0.00021203,0,3734255,0 SPACEBEE-103,1 48888U 21059K   23006.35154008  .00021203  00000-0  96245-3 0  9997,2 48888  97.5766 140.9300 0008503 114.5904 245.6218 15.20787759 84714,2021-059K,48888,6881.6,94.688,509.317,497.614,0,2023/1/12
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/7 3:23,963968,15.2081915,0.0008478,97.5766,141.724,112.3159,247.8975,0,999,8483,0.00088083,0.00019412,0,3735161,0 SPACEBEE-103,1 48888U 21059K   23007.14109912  .00019412  00000-0  88083-3 0  9999,2 48888  97.5766 141.7240 0008478 112.3159 247.8975 15.20819150 84833,2021-059K,48888,6881.505,94.686,509.205,497.536,0,2023/1/13
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/7 14:26,90144,15.20838889,0.000845,97.5767,142.1869,110.8609,249.3532,0,999,8490,0.00095517,0.00021073,0,3735365,0 SPACEBEE-103,1 48888U 21059K   23007.60166771  .00021073  00000-0  95517-3 0  9992,2 48888  97.5767 142.1869 0008450 110.8609 249.3532 15.20838889 84903,2021-059K,48888,6881.446,94.685,509.126,497.496,0,2023/1/14
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/7 14:26,90144,15.20838889,0.000845,97.5767,142.1869,110.8609,249.3532,0,999,8490,0.00095517,0.00021073,0,3735488,0 SPACEBEE-103,1 48888U 21059K   23007.60166771  .00021073  00000-0  95517-3 0  9992,2 48888  97.5767 142.1869 0008450 110.8609 249.3532 15.20838889 84903,2021-059K,48888,6881.446,94.685,509.126,497.496,0,2023/1/15
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/8 7:48,182944,15.2086749,0.0008449,97.5768,142.9149,108.2662,251.9493,0,999,8501,0.00091616,0.00020224,0,3736235,0 SPACEBEE-103,1 48888U 21059K   23008.32540721  .00020224  00000-0  91616-3 0  9996,2 48888  97.5768 142.9149 0008449 108.2662 251.9493 15.20867490 85019,2021-059K,48888,6881.36,94.683,509.039,497.411,0,2023/1/16
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/9 2:45,475072,15.20902343,0.0008502,97.5771,143.7088,105.6545,254.5629,0,999,8513,0.0010321,0.00022823,0,3736831,0 SPACEBEE-103,1 48888U 21059K   23009.11492448  .00022823  00000-0  10321-2 0  9996,2 48888  97.5771 143.7088 0008502 105.6545 254.5629 15.20902343 85135,2021-059K,48888,6881.255,94.681,508.97,497.269,0,2023/1/17
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/9 7:29,800352,15.20910598,0.0008501,97.5771,143.9074,104.8134,255.4044,0,999,8516,0.00095304,0.0002107,0,3737263,0 SPACEBEE-103,1 48888U 21059K   23009.31230093  .00021070  00000-0  95304-3 0  9992,2 48888  97.5771 143.9074 0008501 104.8134 255.4044 15.20910598 85161,2021-059K,48888,6881.23,94.68,508.944,497.245,0,2023/1/18
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/10 8:45,355648,15.20954524,0.0008558,97.5771,144.966,101.3155,258.9042,0,999,8532,0.00093963,0.00020798,0,3738339,0 SPACEBEE-103,1 48888U 21059K   23010.36495782  .00020798  00000-0  93963-3 0  9992,2 48888  97.5771 144.9660 0008558 101.3155 258.9042 15.20954524 85321,2021-059K,48888,6881.097,94.677,508.851,497.073,0,2023/1/19
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/10 15:04,281152,15.20966273,0.0008571,97.5771,145.2304,100.6946,259.5255,0,999,8536,0.00091645,0.00020289,0,3739038,0 SPACEBEE-103,1 48888U 21059K   23010.62811668  .00020289  00000-0  91645-3 0  9996,2 48888  97.5771 145.2304 0008571 100.6946 259.5255 15.20966273 85366,2021-059K,48888,6881.062,94.677,508.824,497.029,0,2023/1/20
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48888,SPACEBEE-103,PAYLOAD,U,21059K,2023/1/11 8:26,954080,15.2100223,0.0008546,97.5769,145.9585,98.1407,262.0798,0,999,8547,0.0010722,0.00023786,0,3740054,0 SPACEBEE-103,1 48888U 21059K   23011.35179345  .00023786  00000-0  10722-2 0  9997,2 48888  97.5769 145.9585 0008546  98.1407 262.0798 15.21002230 85474,2021-059K,48888,6880.953,94.674,508.699,496.938,0,2023/1/21
