COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-06 21:03:02","135520","15.11896631","0.0008282","97.5142","316.5651","207.5664","152.5128","0","999","167","0.000094769","0.00001559","0","3072229","0 SPACEBEE-102","1 48886U 21059H   21187.87710805  .00001559  00000-0  94769-4 0  9995","2 48886  97.5142 316.5651 0008282 207.5664 152.5128 15.11896631  1670","2021-059H","48886","6908.553","95.245","536.140","524.697","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-06 21:03:02","135520","15.11896631","0.0008282","97.5142","316.5651","207.5664","152.5128","0","999","167","0.000094769","0.00001559","0","3072401","0 SPACEBEE-102","1 48886U 21059H   21187.87710805  .00001559  00000-0  94769-4 0  9995","2 48886  97.5142 316.5651 0008282 207.5664 152.5128 15.11896631  1670","2021-059H","48886","6908.553","95.245","536.140","524.697","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-08 04:49:07","968288","15.11901386","0.0008259","97.514","317.8672","201.2852","158.799","0","999","187","0.0001035","0.00001709","0","3072407","0 SPACEBEE-102","1 48886U 21059H   21189.20078667  .00001709  00000-0  10350-3 0  9997","2 48886  97.5140 317.8672 0008259 201.2852 158.7990 15.11901386  1870","2021-059H","48886","6908.539","95.244","536.110","524.698","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-08 14:20:57","662304","15.11901793","0.0008449","97.5146","318.2577","201.3858","158.702","0","999","193","0.000086437","0.00001416","0","3073134","0 SPACEBEE-102","1 48886U 21059H   21189.59788961  .00001416  00000-0  86437-4 0  9999","2 48886  97.5146 318.2577 0008449 201.3858 158.7020 15.11901793  1936","2021-059H","48886","6908.538","95.244","536.240","524.565","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-09 14:10:31","829952","15.11905133","0.0008531","97.5149","319.2344","198.0007","162.0923","0","999","208","0.00010028","0.00001654","0","3073441","0 SPACEBEE-102","1 48886U 21059H   21190.59064618  .00001654  00000-0  10028-3 0  9993","2 48886  97.5149 319.2344 0008531 198.0007 162.0923 15.11905133  2081","2021-059H","48886","6908.527","95.244","536.286","524.499","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-09 14:10:31","829952","15.11905133","0.0008531","97.5149","319.2344","198.0007","162.0923","0","999","208","0.00010028","0.00001654","0","3073739","0 SPACEBEE-102","1 48886U 21059H   21190.59064618  .00001654  00000-0  10028-3 0  9993","2 48886  97.5149 319.2344 0008531 198.0007 162.0923 15.11905133  2081","2021-059H","48886","6908.527","95.244","536.286","524.499","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-10 18:46:00","518016","15.1190943","0.0008639","97.5151","320.4062","193.5735","166.5264","0","999","226","0.00010358","0.0000171","0","3074490","0 SPACEBEE-102","1 48886U 21059H   21191.78195044  .00001710  00000-0  10358-3 0  9992","2 48886  97.5151 320.4062 0008639 193.5735 166.5264 15.11909430  2263","2021-059H","48886","6908.514","95.244","536.348","524.411","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-10 18:46:00","518016","15.1190943","0.0008639","97.5151","320.4062","193.5735","166.5264","0","999","226","0.00010358","0.0000171","0","3074552","0 SPACEBEE-102","1 48886U 21059H   21191.78195044  .00001710  00000-0  10358-3 0  9992","2 48886  97.5151 320.4062 0008639 193.5735 166.5264 15.11909430  2263","2021-059H","48886","6908.514","95.244","536.348","524.411","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-11 13:49:39","533664","15.11911616","0.0008717","97.5152","321.1874","190.7503","169.3543","0","999","238","0.000096249","0.00001585","0","3074977","0 SPACEBEE-102","1 48886U 21059H   21192.57615201  .00001585  00000-0  96249-4 0  9996","2 48886  97.5152 321.1874 0008717 190.7503 169.3543 15.11911616  2385","2021-059H","48886","6908.508","95.244","536.395","524.350","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-11 20:10:52","482144","15.11912714","0.0008745","97.5152","321.4478","189.8236","170.2824","0","999","242","0.000099466","0.0000164","0","3075158","0 SPACEBEE-102","1 48886U 21059H   21192.84088521  .00001640  00000-0  99466-4 0  9991","2 48886  97.5152 321.4478 0008745 189.8236 170.2824 15.11912714  2429","2021-059H","48886","6908.504","95.244","536.411","524.328","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-12 07:18:00","175680","15.119141","0.0008785","97.5152","321.9035","188.2387","171.8701","0","999","249","0.000099521","0.00001641","0","3075343","0 SPACEBEE-102","1 48886U 21059H   21193.30416870  .00001641  00000-0  99521-4 0  9998","2 48886  97.5152 321.9035 0008785 188.2387 171.8701 15.11914100  2496","2021-059H","48886","6908.500","95.244","536.434","524.296","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-12 13:39:13","121568","15.11914724","0.0008814","97.5153","322.164","187.316","172.7943","0","999","253","0.000097518","0.00001607","0","3075625","0 SPACEBEE-102","1 48886U 21059H   21193.56890187  .00001607  00000-0  97518-4 0  9999","2 48886  97.5153 322.1640 0008814 187.3160 172.7943 15.11914724  2539","2021-059H","48886","6908.498","95.243","536.452","524.274","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-12 21:35:44","253600","15.11915795","0.0008846","97.5153","322.4895","186.2131","173.8991","0","999","258","0.000096231","0.00001585","0","3075815","0 SPACEBEE-102","1 48886U 21059H   21193.89981775  .00001585  00000-0  96231-4 0  9995","2 48886  97.5153 322.4895 0008846 186.2131 173.8991 15.11915795  2584","2021-059H","48886","6908.495","95.243","536.471","524.249","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-13 10:18:10","68480","15.11916971","0.0008897","97.5154","323.0103","184.4557","175.6596","0","999","266","0.000090836","0.00001492","0","3076185","0 SPACEBEE-102","1 48886U 21059H   21194.42928320  .00001492  00000-0  90836-4 0  9994","2 48886  97.5154 323.0103 0008897 184.4557 175.6596 15.11916971  2669","2021-059H","48886","6908.491","95.243","536.503","524.210","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-13 13:28:46","535808","15.11917034","0.0008914","97.5154","323.1405","184.0019","176.1142","0","999","268","0.000087815","0.00001441","0","3076237","0 SPACEBEE-102","1 48886U 21059H   21194.56164972  .00001441  00000-0  87815-4 0  9991","2 48886  97.5154 323.1405 0008914 184.0019 176.1142 15.11917034  2680","2021-059H","48886","6908.491","95.243","536.514","524.198","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48886","SPACEBEE-102","PAYLOAD","U","21059H","2021-07-13 18:14:41","198784","15.11917549","0.0008935","97.5154","323.3358","183.3595","176.7577","0","999","271","0.00008652","0.00001418","0","3076456","0 SPACEBEE-102","1 48886U 21059H   21194.76019906  .00001418  00000-0  86520-4 0  9995","2 48886  97.5154 323.3358 0008935 183.3595 176.7577 15.11917549  2716","2021-059H","48886","6908.490","95.243","536.527","524.182","0"
