COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-06 22:36:51","149952","15.12152574","0.0009372","97.5162","316.6335","205.6582","154.4185","0","999","168","0.00010328","0.00001717","0","3072229","0 SPACEBEE-110","1 48899U 21059W   21187.94225868  .00001717  00000-0  10328-3 0  9991","2 48899  97.5162 316.6335 0009372 205.6582 154.4185 15.12152574  1682","2021-059W","48899","6907.774","95.228","536.113","523.165","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-08 01:36:45","596160","15.12156128","0.0009481","97.5163","317.7406","201.15","158.934","0","999","185","0.00010277","0.00001709","0","3072681","0 SPACEBEE-110","1 48899U 21059W   21189.06719440  .00001709  00000-0  10277-3 0  9994","2 48899  97.5163 317.7406 0009481 201.1500 158.9340 15.12156128  1856","2021-059W","48899","6907.763","95.228","536.177","523.079","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-08 01:36:45","596160","15.12156128","0.0009481","97.5163","317.7406","201.15","158.934","0","999","185","0.00010277","0.00001709","0","3072897","0 SPACEBEE-110","1 48899U 21059W   21189.06719440  .00001709  00000-0  10277-3 0  9994","2 48899  97.5163 317.7406 0009481 201.1500 158.9340 15.12156128  1856","2021-059W","48899","6907.763","95.228","536.177","523.079","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-09 14:08:23","887968","15.1215873","0.0009642","97.5168","319.2385","195.7738","164.3194","0","999","208","0.000057644","0.0000093","0","3073812","0 SPACEBEE-110","1 48899U 21059W   21190.58916537  .00000930  00000-0  57644-4 0  9994","2 48899  97.5168 319.2385 0009642 195.7738 164.3194 15.12158730  2089","2021-059W","48899","6907.755","95.228","536.280","522.959","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-09 14:08:23","887968","15.1215873","0.0009642","97.5168","319.2385","195.7738","164.3194","0","999","208","0.000057644","0.0000093","0","3073899","0 SPACEBEE-110","1 48899U 21059W   21190.58916537  .00000930  00000-0  57644-4 0  9994","2 48899  97.5168 319.2385 0009642 195.7738 164.3194 15.12158730  2089","2021-059W","48899","6907.755","95.228","536.280","522.959","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-10 18:43:35","380704","15.1216187","0.0009749","97.517","320.4112","191.583","168.5178","0","999","226","0.000063505","0.00001031","0","3074545","0 SPACEBEE-110","1 48899U 21059W   21191.78027061  .00001031  00000-0  63505-4 0  9998","2 48899  97.5170 320.4112 0009749 191.5830 168.5178 15.12161870  2266","2021-059W","48899","6907.745","95.228","536.345","522.876","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-10 18:43:35","380704","15.1216187","0.0009749","97.517","320.4112","191.583","168.5178","0","999","226","0.000063505","0.00001031","0","3074552","0 SPACEBEE-110","1 48899U 21059W   21191.78027061  .00001031  00000-0  63505-4 0  9998","2 48899  97.5170 320.4112 0009749 191.5830 168.5178 15.12161870  2266","2021-059W","48899","6907.745","95.228","536.345","522.876","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-11 13:47:02","952672","15.12163651","0.0009828","97.517","321.1927","188.8075","171.2984","0","999","238","0.000069476","0.00001134","0","3074977","0 SPACEBEE-110","1 48899U 21059W   21192.57433973  .00001134  00000-0  69476-4 0  9996","2 48899  97.5170 321.1927 0009828 188.8075 171.2984 15.12163651  2384","2021-059W","48899","6907.740","95.228","536.394","522.816","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-11 20:08:12","97824","15.12164252","0.000985","97.5171","321.4533","187.8873","172.2204","0","999","242","0.000065803","0.00001071","0","3075158","0 SPACEBEE-110","1 48899U 21059W   21192.83902891  .00001071  00000-0  65803-4 0  9995","2 48899  97.5171 321.4533 0009850 187.8873 172.2204 15.12164252  2420","2021-059W","48899","6907.738","95.228","536.407","522.799","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48899","SPACEBEE-110","PAYLOAD","U","21059W","2021-07-12 07:15:13","134240","15.12165148","0.0009895","97.5171","321.9092","186.3416","173.7691","0","999","249","0.000065555","0.00001067","0","3075407","0 SPACEBEE-110","1 48899U 21059W   21193.30223535  .00001067  00000-0  65555-4 0  9998","2 48899  97.5171 321.9092 0009895 186.3416 173.7691 15.12165148  2499","2021-059W","48899","6907.735","95.228","536.436","522.765","0"
