COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-06 22:35:42","88704","15.12358784","0.0010405","97.5168","316.6364","206.4291","153.641","0","999","168","0.000088508","0.00001471","0","3072229","0 SPACEBEE-111","1 48904U 21059AB  21187.94145936  .00001471  00000-0  88508-4 0  9998","2 48904  97.5168 316.6364 0010405 206.4291 153.6410 15.12358784  1685","2021-059AB","48904","6907.146","95.216","536.198","521.824","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-08 01:35:23","212896","15.12366858","0.0010555","97.5169","317.7438","202.2832","157.7942","0","999","185","0.000082146","0.00001361","0","3072568","0 SPACEBEE-111","1 48904U 21059AB  21189.06624089  .00001361  00000-0  82146-4 0  9994","2 48904  97.5169 317.7438 0010555 202.2832 157.7942 15.12366858  1856","2021-059AB","48904","6907.121","95.215","536.277","521.696","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-08 01:35:23","212896","15.12366858","0.0010555","97.5169","317.7438","202.2832","157.7942","0","999","185","0.000082146","0.00001361","0","3072897","0 SPACEBEE-111","1 48904U 21059AB  21189.06624089  .00001361  00000-0  82146-4 0  9994","2 48904  97.5169 317.7438 0010555 202.2832 157.7942 15.12366858  1856","2021-059AB","48904","6907.121","95.215","536.277","521.696","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-09 14:06:43","13376","15.12373234","0.0010628","97.5174","319.2424","196.7848","163.3033","0","999","208","0.00014251","0.0000241","0","3073649","0 SPACEBEE-111","1 48904U 21059AB  21190.58799784  .00002410  00000-0  14251-3 0  9995","2 48904  97.5174 319.2424 0010628 196.7848 163.3033 15.12373234  2085","2021-059AB","48904","6907.102","95.215","536.308","521.626","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-09 14:06:43","13376","15.12373234","0.0010628","97.5174","319.2424","196.7848","163.3033","0","999","208","0.00014251","0.0000241","0","3073899","0 SPACEBEE-111","1 48904U 21059AB  21190.58799784  .00002410  00000-0  14251-3 0  9995","2 48904  97.5174 319.2424 0010628 196.7848 163.3033 15.12373234  2085","2021-059AB","48904","6907.102","95.215","536.308","521.626","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-10 18:41:40","119648","15.12374458","0.0010836","97.5178","320.4147","192.5249","167.5714","0","999","226","0.000087815","0.0000146","0","3074426","0 SPACEBEE-111","1 48904U 21059AB  21191.77893657  .00001460  00000-0  87815-4 0  9992","2 48904  97.5178 320.4147 0010836 192.5249 167.5714 15.12374458  2266","2021-059AB","48904","6907.098","95.215","536.448","521.478","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-10 18:41:40","119648","15.12374458","0.0010836","97.5178","320.4147","192.5249","167.5714","0","999","226","0.000087815","0.0000146","0","3074552","0 SPACEBEE-111","1 48904U 21059AB  21191.77893657  .00001460  00000-0  87815-4 0  9992","2 48904  97.5178 320.4147 0010836 192.5249 167.5714 15.12374458  2266","2021-059AB","48904","6907.098","95.215","536.448","521.478","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-11 20:06:03","906144","15.12378188","0.0010905","97.5177","321.4575","188.8303","171.2738","0","999","242","0.000090406","0.00001505","0","3075158","0 SPACEBEE-111","1 48904U 21059AB  21192.83754521  .00001505  00000-0  90406-4 0  9996","2 48904  97.5177 321.4575 0010905 188.8303 171.2738 15.12378188  2427","2021-059AB","48904","6907.087","95.214","536.484","521.419","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-12 04:02:26","324736","15.12378672","0.0010938","97.5177","321.7832","187.7234","172.3829","0","999","247","0.000080959","0.00001341","0","3075282","0 SPACEBEE-111","1 48904U 21059AB  21193.16836024  .00001341  00000-0  80959-4 0  9992","2 48904  97.5177 321.7832 0010938 187.7234 172.3829 15.12378672  2479","2021-059AB","48904","6907.085","95.214","536.505","521.395","1"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48904","SPACEBEE-111","PAYLOAD","U","21059AB","2021-07-12 13:34:05","204928","15.12379408","0.0010978","97.5178","322.1741","186.3527","173.7567","0","999","253","0.000076585","0.00001265","0","3075625","0 SPACEBEE-111","1 48904U 21059AB  21193.56533802  .00001265  00000-0  76585-4 0  9999","2 48904  97.5178 322.1741 0010978 186.3527 173.7567 15.12379408  2537","2021-059AB","48904","6907.083","95.214","536.531","521.365","1"
