COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-06 22:37:24","947040","15.12054014","0.0009082","97.5161","316.6337","208.2843","151.7896","0","999","168","0.000082556","0.00001356","0","3072229","0 SPACEBEE-108","1 48895U 21059S   21187.94264985  .00001356  00000-0  82556-4 0  9992","2 48895  97.5161 316.6337 0009082 208.2843 151.7896 15.12054014  1685","2021-059S","48895","6908.074","95.235","536.213","523.665","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-07 22:26:50","423712","15.12056667","0.0009168","97.5163","317.6106","204.5931","155.4863","0","999","183","0.000069465","0.00001131","0","3072897","0 SPACEBEE-108","1 48895U 21059S   21188.93530583  .00001131  00000-0  69465-4 0  9997","2 48895  97.5163 317.6106 0009168 204.5931 155.4863 15.12056667  1832","2021-059S","48895","6908.066","95.235","536.264","523.597","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-08 17:30:22","707072","15.12058761","0.0009254","97.5165","318.392","201.6419","158.4422","0","999","195","0.000070045","0.00001141","0","3072999","0 SPACEBEE-108","1 48895U 21059S   21189.72942948  .00001141  00000-0  70045-4 0  9994","2 48895  97.5165 318.3920 0009254 201.6419 158.4422 15.12058761  1955","2021-059S","48895","6908.059","95.234","536.317","523.532","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-08 17:30:22","707072","15.12058761","0.0009254","97.5165","318.392","201.6419","158.4422","0","999","195","0.000070045","0.00001141","0","3073134","0 SPACEBEE-108","1 48895U 21059S   21189.72942948  .00001141  00000-0  70045-4 0  9994","2 48895  97.5165 318.3920 0009254 201.6419 158.4422 15.12058761  1955","2021-059S","48895","6908.059","95.234","536.317","523.532","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-09 14:09:12","611520","15.12060698","0.0009329","97.5166","319.2386","198.4175","161.6719","0","999","208","0.000070693","0.00001152","0","3073441","0 SPACEBEE-108","1 48895U 21059S   21190.58972930  .00001152  00000-0  70693-4 0  9995","2 48895  97.5166 319.2386 0009329 198.4175 161.6719 15.12060698  2089","2021-059S","48895","6908.053","95.234","536.363","523.474","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-10 18:44:30","776928","15.12063663","0.0009448","97.5168","320.4108","194.0346","166.0623","0","999","226","0.000072201","0.00001178","0","3074418","0 SPACEBEE-108","1 48895U 21059S   21191.78091177  .00001178  00000-0  72201-4 0  9998","2 48895  97.5168 320.4108 0009448 194.0346 166.0623 15.12063663  2269","2021-059S","48895","6908.044","95.234","536.436","523.383","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-10 18:44:30","776928","15.12063663","0.0009448","97.5168","320.4108","194.0346","166.0623","0","999","226","0.000072201","0.00001178","0","3074552","0 SPACEBEE-108","1 48895U 21059S   21191.78091177  .00001178  00000-0  72201-4 0  9998","2 48895  97.5168 320.4108 0009448 194.0346 166.0623 15.12063663  2269","2021-059S","48895","6908.044","95.234","536.436","523.383","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-11 13:48:02","802816","15.12065416","0.0009525","97.5169","321.1923","191.231","168.871","0","999","238","0.000072307","0.0000118","0","3074977","0 SPACEBEE-108","1 48895U 21059S   21192.57503244  .00001180  00000-0  72307-4 0  9999","2 48895  97.5169 321.1923 0009525 191.2310 168.8710 15.12065416  2387","2021-059S","48895","6908.039","95.234","536.484","523.324","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-11 20:09:13","425408","15.12066284","0.0009547","97.5169","321.4529","190.3091","169.7945","0","999","242","0.000073371","0.00001198","0","3075158","0 SPACEBEE-108","1 48895U 21059S   21192.83973872  .00001198  00000-0  73371-4 0  9997","2 48895  97.5169 321.4529 0009547 190.3091 169.7945 15.12066284  2421","2021-059S","48895","6908.036","95.234","536.497","523.306","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48895","SPACEBEE-108","PAYLOAD","U","21059S","2021-07-12 04:05:41","747712","15.12066913","0.0009579","97.5169","321.7785","189.1717","170.934","0","999","247","0.000073228","0.00001196","0","3075257","0 SPACEBEE-108","1 48895U 21059S   21193.17062208  .00001196  00000-0  73228-4 0  9996","2 48895  97.5169 321.7785 0009579 189.1717 170.9340 15.12066913  2471","2021-059S","48895","6908.035","95.234","536.517","523.282","0"
