COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-06 21:02:31","261344","15.11975645","0.0008701","97.5141","316.5653","206.2892","153.7898","0","999","167","0.000026752","0.00000395","0","3072188","0 SPACEBEE-104","1 48890U 21059M   21187.87675071  .00000395  00000-0  26752-4 0  9999","2 48890  97.5141 316.5653 0008701 206.2892 153.7898 15.11975645  1671","2021-059M","48890","6908.313","95.240","536.188","524.167","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-06 21:02:31","261344","15.11975645","0.0008701","97.5141","316.5653","206.2892","153.7898","0","999","167","0.000026752","0.00000395","0","3072229","0 SPACEBEE-104","1 48890U 21059M   21187.87675071  .00000395  00000-0  26752-4 0  9999","2 48890  97.5141 316.5653 0008701 206.2892 153.7898 15.11975645  1671","2021-059M","48890","6908.313","95.240","536.188","524.167","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-07 22:27:19","257120","15.11976831","0.000864","97.514","317.6074","202.3165","157.7691","0","999","183","-0.00013412","-0.00002365","0","3072548","0 SPACEBEE-104","1 48890U 21059M   21188.93563955 -.00002365  00000-0 -13412-3 0  9993","2 48890  97.5140 317.6074 0008640 202.3165 157.7691 15.11976831  1832","2021-059M","48890","6908.309","95.240","536.143","524.205","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-07 22:27:19","257120","15.11976831","0.000864","97.514","317.6074","202.3165","157.7691","0","999","183","-0.00013412","-0.00002365","0","3072897","0 SPACEBEE-104","1 48890U 21059M   21188.93563955 -.00002365  00000-0 -13412-3 0  9993","2 48890  97.5140 317.6074 0008640 202.3165 157.7691 15.11976831  1832","2021-059M","48890","6908.309","95.240","536.143","524.205","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-08 17:30:55","225440","15.11977047","0.0008855","97.5145","318.3882","199.2505","160.8393","0","999","195","0.000013249","0.00000163","0","3073134","0 SPACEBEE-104","1 48890U 21059M   21189.72980585  .00000163  00000-0  13249-4 0  9994","2 48890  97.5145 318.3882 0008855 199.2505 160.8393 15.11977047  1959","2021-059M","48890","6908.308","95.240","536.291","524.056","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-09 12:34:31","195488","15.1197739","0.0008929","97.5147","319.1695","196.2779","163.8166","0","999","207","0.000013681","0.00000171","0","3073441","0 SPACEBEE-104","1 48890U 21059M   21190.52397217  .00000171  00000-0  13681-4 0  9997","2 48890  97.5147 319.1695 0008929 196.2779 163.8166 15.11977390  2070","2021-059M","48890","6908.307","95.240","536.341","524.004","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-09 12:34:31","195488","15.1197739","0.0008929","97.5147","319.1695","196.2779","163.8166","0","999","207","0.000013681","0.00000171","0","3073619","0 SPACEBEE-104","1 48890U 21059M   21190.52397217  .00000171  00000-0  13681-4 0  9997","2 48890  97.5147 319.1695 0008929 196.2779 163.8166 15.11977390  2070","2021-059M","48890","6908.307","95.240","536.341","524.004","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-10 18:45:13","123296","15.11977977","0.0009053","97.5149","320.4064","191.6251","168.4772","0","999","226","0.000015804","0.00000207","0","3074409","0 SPACEBEE-104","1 48890U 21059M   21191.78140189  .00000207  00000-0  15804-4 0  9999","2 48890  97.5149 320.4064 0009053 191.6251 168.4772 15.11977977  2266","2021-059M","48890","6908.305","95.239","536.425","523.916","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-10 18:45:13","123296","15.11977977","0.0009053","97.5149","320.4064","191.6251","168.4772","0","999","226","0.000015804","0.00000207","0","3074552","0 SPACEBEE-104","1 48890U 21059M   21191.78140189  .00000207  00000-0  15804-4 0  9999","2 48890  97.5149 320.4064 0009053 191.6251 168.4772 15.11977977  2266","2021-059M","48890","6908.305","95.239","536.425","523.916","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-11 13:48:49","54464","15.11978249","0.0009136","97.5149","321.1876","188.7467","171.3606","0","999","238","0.000016212","0.00000214","0","3074977","0 SPACEBEE-104","1 48890U 21059M   21192.57556776  .00000214  00000-0  16212-4 0  9992","2 48890  97.5149 321.1876 0009136 188.7467 171.3606 15.11978249  2388","2021-059M","48890","6908.305","95.239","536.481","523.858","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-11 20:10:01","17984","15.11978457","0.0009164","97.515","321.448","187.8813","172.2275","0","999","242","0.000017825","0.00000242","0","3075158","0 SPACEBEE-104","1 48890U 21059M   21192.84028956  .00000242  00000-0  17825-4 0  9998","2 48890  97.5150 321.4480 0009164 187.8813 172.2275 15.11978457  2428","2021-059M","48890","6908.304","95.239","536.500","523.838","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-12 04:06:30","987072","15.11978452","0.0009205","97.515","321.7735","186.7412","173.3696","0","999","247","0.000016979","0.00000227","0","3075254","0 SPACEBEE-104","1 48890U 21059M   21193.17119198  .00000227  00000-0  16979-4 0  9996","2 48890  97.5150 321.7735 0009205 186.7412 173.3696 15.11978452  2472","2021-059M","48890","6908.304","95.239","536.528","523.810","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-12 12:03:00","949248","15.11978459","0.0009234","97.515","322.099","185.5848","174.5281","0","999","252","0.000015234","0.00000197","0","3075625","0 SPACEBEE-104","1 48890U 21059M   21193.50209432  .00000197  00000-0  15234-4 0  9993","2 48890  97.5150 322.0990 0009234 185.5848 174.5281 15.11978459  2527","2021-059M","48890","6908.304","95.239","536.548","523.790","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-12 15:13:36","936192","15.11978423","0.0009238","97.515","322.2293","185.1559","174.9578","0","999","254","0.0000143","0.00000181","0","3075815","0 SPACEBEE-104","1 48890U 21059M   21193.63445528  .00000181  00000-0  14300-4 0  9991","2 48890  97.5150 322.2293 0009238 185.1559 174.9578 15.11978423  2540","2021-059M","48890","6908.304","95.239","536.551","523.787","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48890","SPACEBEE-104","PAYLOAD","U","21059M","2021-07-13 13:27:48","868992","15.11977203","0.0009327","97.5151","323.1408","181.9002","178.2194","0","999","268","-0.000009157","-0.00000221","0","3076237","0 SPACEBEE-104","1 48890U 21059M   21194.56098228 -.00000221  00000-0 -91570-5 0  9997","2 48890  97.5151 323.1408 0009327 181.9002 178.2194 15.11977203  2686","2021-059M","48890","6908.308","95.240","536.616","523.729","0"
