COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-06 13:06:09","793152","15.11950156","0.0008536","97.5143","316.2399","207.2636","152.8148","0","999","162","-0.00000097743","-0.00000081","0","3072229","0 SPACEBEE-103","1 48888U 21059K   21187.54594668 -.00000081  00000-0 -97743-6 0  9996","2 48888  97.5143 316.2399 0008536 207.2636 152.8148 15.11950156  1620","2021-059K","48888","6908.390","95.241","536.152","524.358","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-08 03:13:24","138624","15.11950619","0.0008444","97.5133","317.8031","201.1951","158.8932","0","999","186","0","-0.00000064","0","3072409","0 SPACEBEE-103","1 48888U 21059K   21189.13430716 -.00000064  00000-0  00000+0 0  9999","2 48888  97.5133 317.8031 0008444 201.1951 158.8932 15.11950619  1867","2021-059K","48888","6908.389","95.241","536.087","524.420","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-08 14:20:31","97760","15.11946685","0.0008668","97.5148","318.2583","199.8234","160.266","0","999","193","-0.000045572","-0.00000845","0","3073134","0 SPACEBEE-103","1 48888U 21059K   21189.59758215 -.00000845  00000-0 -45572-4 0  9992","2 48888  97.5148 318.2583 0008668 199.8234 160.2660 15.11946685  1936","2021-059K","48888","6908.401","95.241","536.254","524.278","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-09 12:34:44","606496","15.11947634","0.0008779","97.5149","319.1701","197.0432","163.0505","0","999","207","0.0000037638","0","0","3073441","0 SPACEBEE-103","1 48888U 21059K   21190.52412739  .00000000  00000-0  37638-5 0  9991","2 48888  97.5149 319.1701 0008779 197.0432 163.0505 15.11947634  2072","2021-059K","48888","6908.398","95.241","536.328","524.198","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-09 12:34:44","606496","15.11947634","0.0008779","97.5149","319.1701","197.0432","163.0505","0","999","207","0.0000037638","0","0","3073782","0 SPACEBEE-103","1 48888U 21059K   21190.52412739  .00000000  00000-0  37638-5 0  9991","2 48888  97.5149 319.1701 0008779 197.0432 163.0505 15.11947634  2072","2021-059K","48888","6908.398","95.241","536.328","524.198","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-10 13:59:34","440864","15.11945121","0.0008844","97.5151","320.2113","192.4374","167.6639","0","999","223","-0.000060265","-0.00001097","0","3074264","0 SPACEBEE-103","1 48888U 21059K   21191.58303751 -.00001097  00000-0 -60265-4 0  9991","2 48888  97.5151 320.2113 0008844 192.4374 167.6639 15.11945121  2237","2021-059K","48888","6908.406","95.242","536.380","524.161","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-10 18:45:28","768608","15.11945411","0.0008837","97.5148","320.407","192.5489","167.5523","0","999","226","-0.000038196","-0.00000719","0","3074552","0 SPACEBEE-103","1 48888U 21059K   21191.78158297 -.00000719  00000-0 -38196-4 0  9994","2 48888  97.5148 320.4070 0008837 192.5489 167.5523 15.11945411  2263","2021-059K","48888","6908.405","95.242","536.375","524.165","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-11 13:49:06","155616","15.11943674","0.0008893","97.5149","321.1882","189.7395","170.3664","0","999","238","-0.000059425","-0.00001083","0","3074977","0 SPACEBEE-103","1 48888U 21059K   21192.57576569 -.00001083  00000-0 -59425-4 0  9991","2 48888  97.5149 321.1882 0008893 189.7395 170.3664 15.11943674  2389","2021-059K","48888","6908.410","95.242","536.419","524.131","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-12 07:17:25","537920","15.11942457","0.0008957","97.515","321.9043","187.2191","172.8912","0","999","249","-0.000055921","-0.00001023","0","3075604","0 SPACEBEE-103","1 48888U 21059K   21193.30376780 -.00001023  00000-0 -55921-4 0  9997","2 48888  97.5150 321.9043 0008957 187.2191 172.8912 15.11942457  2499","2021-059K","48888","6908.414","95.242","536.467","524.091","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","48888","SPACEBEE-103","PAYLOAD","U","21059K","2021-07-12 07:17:25","537920","15.11942457","0.0008957","97.515","321.9043","187.2191","172.8912","0","999","249","-0.000055921","-0.00001023","0","3075625","0 SPACEBEE-103","1 48888U 21059K   21193.30376780 -.00001023  00000-0 -55921-4 0  9997","2 48888  97.5150 321.9043 0008957 187.2191 172.8912 15.11942457  2499","2021-059K","48888","6908.414","95.242","536.467","524.091","0"
