COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,date
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/1 14:25,791904,15.21130189,0.0008558,97.5774,136.4786,131.1621,229.0354,0,999,8400,0.00082995,0.00018451,0,3728759,0 SPACEBEE-107,1 48894U 21059R   23001.60101611  .00018451  00000-0  82995-3 0  9997,2 48894  97.5774 136.4786 0008558 131.1621 229.0354 15.21130189 84008,2021-059R,48894,6880.567,94.666,508.321,496.544,0,2023/1/1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/2 7:47,936448,15.21159368,0.0008595,97.5775,137.2067,128.8767,231.3236,0,999,8411,0.00090097,0.00020058,0,3729437,0 SPACEBEE-107,1 48894U 21059R   23002.32461732  .00020058  00000-0  90097-3 0  9998,2 48894  97.5775 137.2067 0008595 128.8767 231.3236 15.21159368 84112,2021-059R,48894,6880.479,94.665,508.258,496.431,0,2023/1/2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/2 7:47,936448,15.21159368,0.0008595,97.5775,137.2067,128.8767,231.3236,0,999,8411,0.00090097,0.00020058,0,3729583,0 SPACEBEE-107,1 48894U 21059R   23002.32461732  .00020058  00000-0  90097-3 0  9998,2 48894  97.5775 137.2067 0008595 128.8767 231.3236 15.21159368 84112,2021-059R,48894,6880.479,94.665,508.258,496.431,0,2023/1/3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/3 7:28,631200,15.21192812,0.0008642,97.5778,138.1996,125.3999,234.8045,0,999,8426,0.00081782,0.00018213,0,3730926,0 SPACEBEE-107,1 48894U 21059R   23003.31132675  .00018213  00000-0  81782-3 0  9990,2 48894  97.5778 138.1996 0008642 125.3999 234.8045 15.21192812 84261,2021-059R,48894,6880.379,94.663,508.19,496.298,0,2023/1/4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/3 15:21,462464,15.21200886,0.0008654,97.5779,138.5307,124.2866,235.919,0,999,8431,0.0007246,0.00016129,0,3730806,0 SPACEBEE-107,1 48894U 21059R   23003.64022526  .00016129  00000-0  72460-3 0  9996,2 48894  97.5779 138.5307 0008654 124.2866 235.9190 15.21200886 84316,2021-059R,48894,6880.354,94.662,508.173,496.265,0,2023/1/5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/4 15:02,449440,15.21245478,0.000869,97.5781,139.5239,120.8644,239.3447,0,999,8446,0.0010357,0.00023136,0,3731823,0 SPACEBEE-107,1 48894U 21059R   23004.62690335  .00023136  00000-0  10357-2 0  9996,2 48894  97.5781 139.5239 0008690 120.8644 239.3447 15.21245478 84465,2021-059R,48894,6880.22,94.659,508.064,496.106,0,2023/1/6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/4 15:02,449440,15.21245478,0.000869,97.5781,139.5239,120.8644,239.3447,0,999,8446,0.0010357,0.00023136,0,3732008,0 SPACEBEE-107,1 48894U 21059R   23004.62690335  .00023136  00000-0  10357-2 0  9996,2 48894  97.5781 139.5239 0008690 120.8644 239.3447 15.21245478 84465,2021-059R,48894,6880.22,94.659,508.064,496.106,0,2023/1/7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/5 3:40,593056,15.21265718,0.0008704,97.5783,140.0537,119.2173,240.9934,0,999,8454,0.00093319,0.00020845,0,3732939,0 SPACEBEE-107,1 48894U 21059R   23005.15312029  .00020845  00000-0  93319-3 0  9990,2 48894  97.5783 140.0537 0008704 119.2173 240.9934 15.21265718 84547,2021-059R,48894,6880.159,94.658,508.012,496.035,0,2023/1/8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/5 14:43,8576,15.21284234,0.0008694,97.5783,140.5171,117.7434,242.4685,0,999,8461,0.0008603,0.00019217,0,3732963,0 SPACEBEE-107,1 48894U 21059R   23005.61355334  .00019217  00000-0  86030-3 0  9990,2 48894  97.5783 140.5171 0008694 117.7434 242.4685 15.21284234 84619,2021-059R,48894,6880.103,94.657,507.949,495.986,0,2023/1/9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/5 14:43,8576,15.21284234,0.0008694,97.5783,140.5171,117.7434,242.4685,0,999,8461,0.0008603,0.00019217,0,3733204,0 SPACEBEE-107,1 48894U 21059R   23005.61355334  .00019217  00000-0  86030-3 0  9990,2 48894  97.5783 140.5171 0008694 117.7434 242.4685 15.21284234 84619,2021-059R,48894,6880.103,94.657,507.949,495.986,0,2023/1/10
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/7 3:01,549792,15.21352939,0.0008667,97.5786,142.0401,112.8483,247.3668,0,999,8484,0.00093452,0.00020928,0,3734429,0 SPACEBEE-107,1 48894U 21059R   23007.12636053  .00020928  00000-0  93452-3 0  9995,2 48894  97.5786 142.0401 0008667 112.8483 247.3668 15.21352939 84843,2021-059R,48894,6879.896,94.653,507.724,495.798,0,2023/1/11
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/7 3:01,549792,15.21352939,0.0008667,97.5786,142.0401,112.8483,247.3668,0,999,8484,0.00093452,0.00020928,0,3735161,0 SPACEBEE-107,1 48894U 21059R   23007.12636053  .00020928  00000-0  93452-3 0  9995,2 48894  97.5786 142.0401 0008667 112.8483 247.3668 15.21352939 84843,2021-059R,48894,6879.896,94.653,507.724,495.798,0,2023/1/12
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/7 7:46,775744,15.21364263,0.0008655,97.5787,142.2388,112.0765,248.139,0,999,8487,0.001004,0.00022502,0,3735488,0 SPACEBEE-107,1 48894U 21059R   23007.32367796  .00022502  00000-0  10040-2 0  9993,2 48894  97.5787 142.2388 0008655 112.0765 248.1390 15.21364263 84879,2021-059R,48894,6879.862,94.652,507.681,495.772,0,2023/1/13
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/8 7:26,631104,15.2140568,0.0008737,97.579,143.2317,108.8378,251.3806,0,999,8502,0.00091603,0.00020544,0,3736047,0 SPACEBEE-107,1 48894U 21059R   23008.31025036  .00020544  00000-0  91603-3 0  9990,2 48894  97.5790 143.2317 0008737 108.8378 251.3806 15.21405680 85025,2021-059R,48894,6879.737,94.649,507.613,495.591,0,2023/1/14
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/8 7:26,631104,15.2140568,0.0008737,97.579,143.2317,108.8378,251.3806,0,999,8502,0.00091603,0.00020544,0,3736235,0 SPACEBEE-107,1 48894U 21059R   23008.31025036  .00020544  00000-0  91603-3 0  9990,2 48894  97.5790 143.2317 0008737 108.8378 251.3806 15.21405680 85025,2021-059R,48894,6879.737,94.649,507.613,495.591,0,2023/1/15
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/9 7:07,65536,15.21449555,0.0008827,97.5791,144.225,105.4974,254.7237,0,999,8517,0.00094596,0.00021247,0,3737263,0 SPACEBEE-107,1 48894U 21059R   23009.29679474  .00021247  00000-0  94596-3 0  9994,2 48894  97.5791 144.2250 0008827 105.4974 254.7237 15.21449555 85178,2021-059R,48894,6879.604,94.647,507.542,495.397,0,2023/1/16
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/10 2:03,316704,15.21482097,0.0008811,97.5788,145.0198,103.2537,256.9682,0,999,8529,0.00094951,0.00021348,0,3738022,0 SPACEBEE-107,1 48894U 21059R   23010.08601061  .00021348  00000-0  94951-3 0  9997,2 48894  97.5788 145.0198 0008811 103.2537 256.9682 15.21482097 85297,2021-059R,48894,6879.506,94.645,507.433,495.31,0,2023/1/17
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/10 8:22,350432,15.21494787,0.0008793,97.5789,145.2845,102.1941,258.028,0,999,8533,0.0009412,0.00021167,0,3739038,0 SPACEBEE-107,1 48894U 21059R   23010.34907813  .00021167  00000-0  94120-3 0  9997,2 48894  97.5789 145.2845 0008793 102.1941 258.0280 15.21494787 85336,2021-059R,48894,6879.468,94.644,507.382,495.284,0,2023/1/18
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48894,SPACEBEE-107,PAYLOAD,U,21059R,2023/1/11 8:03,646656,15.21544384,0.0008752,97.5788,146.2776,98.8265,261.3962,0,999,8548,0.0011151,0.00025141,0,3739813,0 SPACEBEE-107,1 48894U 21059R   23011.33556304  .00025141  00000-0  11151-2 0  9990,2 48894  97.5788 146.2776 0008752  98.8265 261.3962 15.21544384 85483,2021-059R,48894,6879.319,94.641,507.204,495.163,0,2023/1/19
