COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,date
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/1 14:36,976128,15.20162284,0.0008197,97.575,136.0075,131.193,229.0013,0,999,8398,0.00075631,0.00016334,0,3728646,0 SPACEBEE-102,1 48886U 21059H   23001.60848352  .00016334  00000-0  75631-3 0  9995,2 48886  97.5750 136.0075 0008197 131.1930 229.0013 15.20162284 83980,2021-059H,48886,6883.488,94.727,510.995,499.71,0,2023/1/1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/1 14:36,976128,15.20162284,0.0008197,97.575,136.0075,131.193,229.0013,0,999,8398,0.00075631,0.00016334,0,3728759,0 SPACEBEE-102,1 48886U 21059H   23001.60848352  .00016334  00000-0  75631-3 0  9995,2 48886  97.5750 136.0075 0008197 131.1930 229.0013 15.20162284 83980,2021-059H,48886,6883.488,94.727,510.995,499.71,0,2023/1/2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/2 14:18,433440,15.20193221,0.0008204,97.575,136.9993,128.2812,231.9162,0,999,8413,0.00069648,0.00015047,0,3729583,0 SPACEBEE-102,1 48886U 21059H   23002.59583835  .00015047  00000-0  69648-3 0  9997,2 48886  97.5750 136.9993 0008204 128.2812 231.9162 15.20193221 84133,2021-059H,48886,6883.394,94.725,510.906,499.612,0,2023/1/3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/2 19:02,722208,15.20199722,0.0008198,97.5751,137.1977,127.7425,232.4554,0,999,8416,0.00069884,0.00015101,0,3729748,0 SPACEBEE-102,1 48886U 21059H   23002.79330697  .00015101  00000-0  69884-3 0  9998,2 48886  97.5751 137.1977 0008198 127.7425 232.4554 15.20199722 84161,2021-059H,48886,6883.375,94.724,510.883,499.597,0,2023/1/4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/2 19:02,722208,15.20199722,0.0008198,97.5751,137.1977,127.7425,232.4554,0,999,8416,0.00069884,0.00015101,0,3729873,0 SPACEBEE-102,1 48886U 21059H   23002.79330697  .00015101  00000-0  69884-3 0  9998,2 48886  97.5751 137.1977 0008198 127.7425 232.4554 15.20199722 84161,2021-059H,48886,6883.375,94.724,510.883,499.597,0,2023/1/5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/3 7:40,146080,15.20217886,0.0008217,97.5752,137.7267,126.0865,234.1132,0,999,8424,0.00075977,0.00016436,0,3730926,0 SPACEBEE-102,1 48886U 21059H   23003.31988595  .00016436  00000-0  75977-3 0  9995,2 48886  97.5752 137.7267 0008217 126.0865 234.1132 15.20217886 84244,2021-059H,48886,6883.32,94.723,510.841,499.529,0,2023/1/6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/4 2:38,866048,15.20240987,0.0008248,97.5755,138.5202,123.4398,236.7627,0,999,8436,0.00070966,0.00015355,0,3731192,0 SPACEBEE-102,1 48886U 21059H   23004.10974382  .00015355  00000-0  70966-3 0  9994,2 48886  97.5755 138.5202 0008248 123.4398 236.7627 15.20240987 84369,2021-059H,48886,6883.25,94.722,510.792,499.438,0,2023/1/7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/4 13:41,54336,15.20264416,0.0008283,97.5756,138.9831,121.7709,238.4334,0,999,8443,0.00098519,0.00021376,0,3731823,0 SPACEBEE-102,1 48886U 21059H   23004.57048674  .00021376  00000-0  98519-3 0  9995,2 48886  97.5756 138.9831 0008283 121.7709 238.4334 15.20264416 84433,2021-059H,48886,6883.179,94.72,510.746,499.343,0,2023/1/8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/4 15:16,898880,15.2026694,0.0008261,97.5756,139.0491,121.5522,238.652,0,999,8444,0.00098711,0.0002142,0,3732044,0 SPACEBEE-102,1 48886U 21059H   23004.63630670  .00021420  00000-0  98711-3 0  9999,2 48886  97.5756 139.0491 0008261 121.5522 238.6520 15.20266940 84448,2021-059H,48886,6883.172,94.72,510.723,499.351,0,2023/1/9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/4 15:16,898880,15.2026694,0.0008261,97.5756,139.0491,121.5522,238.652,0,999,8444,0.00098711,0.0002142,0,3732134,0 SPACEBEE-102,1 48886U 21059H   23004.63630670  .00021420  00000-0  98711-3 0  9999,2 48886  97.5756 139.0491 0008261 121.5522 238.6520 15.20266940 84448,2021-059H,48886,6883.172,94.72,510.723,499.351,0,2023/1/10
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/5 8:38,508896,15.20292139,0.0008312,97.5758,139.7766,119.3119,240.8947,0,999,8455,0.0007852,0.00017027,0,3732939,0 SPACEBEE-102,1 48886U 21059H   23005.36031839  .00017027  00000-0  78520-3 0  9996,2 48886  97.5758 139.7766 0008312 119.3119 240.8947 15.20292139 84555,2021-059H,48886,6883.096,94.719,510.682,499.239,0,2023/1/11
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/5 8:38,508896,15.20292139,0.0008312,97.5758,139.7766,119.3119,240.8947,0,999,8455,0.0007852,0.00017027,0,3733352,0 SPACEBEE-102,1 48886U 21059H   23005.36031839  .00017027  00000-0  78520-3 0  9996,2 48886  97.5758 139.7766 0008312 119.3119 240.8947 15.20292139 84555,2021-059H,48886,6883.096,94.719,510.682,499.239,0,2023/1/12
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/6 8:20,160832,15.20338365,0.0008331,97.5759,140.7685,116.0999,244.1094,0,999,8470,0.00094578,0.00020561,0,3733918,0 SPACEBEE-102,1 48886U 21059H   23006.34758288  .00020561  00000-0  94578-3 0  9997,2 48886  97.5759 140.7685 0008331 116.0999 244.1094 15.20338365 84708,2021-059H,48886,6882.956,94.716,510.555,499.087,0,2023/1/13
GENERATED VIA SPACETRACK.ORG API,18 SPCS,48886,SPACEBEE-102,PAYLOAD,U,21059H,2023/1/6 19:23,908320,15.20354706,0.0008313,97.5759,141.2314,114.959,245.251,0,999,8477,0.00076862,0.00016695,0,3734255,0 SPACEBEE-102,1 48886U 21059H   23006.80829755  .00016695  00000-0  76862-3 0  9995,2 48886  97.5759 141.2314 0008313 114.9590 245.2510 15.20354706 84776,2021-059H,48886,6882.907,94.715,510.494,499.05,0,2023/1/14
